Postal code,District,Appartments,Type of Building,m2,Debtfree price,€/m2,Construction year,Floor,Elevator,Condition,Plot,Energy class
'00100,Studio apartment,,,,,,,,,,,
",F2013
'28100,Keskusta,3h+k+s,kt,"81,00",190000,2346,1989,5/6,yes,average,"own							C2007
",C2007
'28100,4 rooms or more,,,,,,,,,,,
'28100,Keskusta,"4h, k, kh, s, w...",kt,"87,00",225000,2586,1929,2/3,no,good,"own							F2013
",F2013
'28100,Keskusta,"3mh, oh, k, kph...",kt,"109,00",202500,1858,1955,7/7,yes,good,"own							D2018
",D2018
'28100,Keskusta,"3-4 h, kt, s",kt,"95,00",410000,4316,2019,4/6,no,good,"own							
",
'28100,Keskusta,"4h,k,",kt,"105,00",115000,1095,1963,3/8,yes,average,"own							F2013
",F2013
'28100,Keskusta,"3h,k,s",kt,"73,00",121000,1658,1983, ,yes,good,"own							F2013
",F2013
'28100,Keskusta,"3-4h, k, ph /wc...",kt,"98,00",168213,1716,1984,6/6,yes,average,"own							F2013
",F2013
'28100,Keskusta,"oh, 3mh, k ,s, ...",kt,"95,50",410000,4293,2016,14/16,yes,good,"own							C2013
",C2013
'28100,Keskusta,"4h,k,p",kt,"87,00",105000,1207,1962,8/8,yes, ,"own							D2013
",D2013
'28100,Keskusta,"5h,k",kt,"119,00",86000,723,1962,6/6,yes,average,"own							F
",F
'28100,4 rooms or more,,,,,,,,,,,
'28100,Keskusta,2h+k+parvi,kt,"113,00",345000,3053,1890, ,no,good,"own							
",
'28100,Keskusta,"4h, k, s",kt,"93,00",205000,2204,1980,2/3,yes,good,"own							F
",F
'28100,,5h+k+s,ok,"100,00",162000,1620,1886, ,no, ,"own							
",
'28120,Studio apartment,,,,,,,,,,,
'28120,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28120,"
2 rooms
",,,,,,,,,,,
'28120,Päärnäinen,"2h, k, ph/wc, p",kt,"52,00",73500,1413,1969,1/2,no,good,"own							
",
'28120,Käppärä,2h+kk+kph,kt,"41,00",46000,1122,1965,2/3,no, ,"rent							F2013
",F2013
'28120,Käppärä,2h+k,kt,"57,00",55000,965,1970,1/3,no, ,"own							F2013
",F2013
'28120,Käppärä,"2h,k",kt,"54,00",59000,1093,1966,1/7,yes,average,"rent							F2018
",F2018
'28120,6.osa/päärnäinen,"2h,k",rt,"50,00",29000,580,1939, ,no,poor,"own							
",
'28120,Päärnäinen,"2h,k",rt,"70,00",120000,1714,1922,1/2,no,good,"own							
",
'28120,Käppärä,"2h,k,kph,p",kt,"49,00",65000,1327,1958,2/7,yes, ,"rent							E2007
",E2007
'28120,3 rooms,,,,,,,,,,,
'28120,Käppärä,"3k, k, kh, p",kt,"78,50",75000,955,1966,2/7,yes,average,"rent							C2007
",C2007
'28120,Käppärä,"3h, k, kh/wc, p",kt,"57,00",65000,1140,1957,5/7,yes,average,"own							E
",E
'28120,Päärnäinen,"3h, k, s, p",kt,"98,60",137000,1389,1950,3/3,no,good,"own							F
",F
'28120,4 rooms or more,,,,,,,,,,,
'28120,Käppärä,Ak. 2h+k   Yk 2...,rt,"75,00",42000,560,1946, ,no, ,"rent							
",
'28120,Käppärä,4h+k+aula+s,rt,"120,00",120000,1000,1950, ,no, ,"rent							
",
'28120,Käppärä,"4h, k, p",kt,"78,50",99000,1261,1964,3/7,yes,good,"rent							F2013
",F2013
'28120,,"2 salia, k, 5mh...",ok,"185,00",100000,541,1899,1/1,no,average,"own							
",
'28120,,3-4h+k 60m2 ja ...,ok,"135,00",113500,841,1920, ,no, ,"own							
",
'28120,,"ak.3h+k+wc, yk....",ok,"89,00",90000,1011,1945, ,no, ,"own							
",
'28120,,"4h, k, kh/wc, p...",ok,"110,00",100000,909,1957,1/1,no,average,"own							
",
'28120,,7h+k,ok,"180,00",120000,667,1951, ,no,poor,"own							
",
'28120,,ak.2h+k+wc+kuis...,ok,"103,00",87500,850,1946, ,no, ,"rent							
",
'28130,Studio apartment,,,,,,,,,,,
'28130,Keskusta,1h+kk,kt,"28,00",40000,1429,1965,3/3,no,average,"own							F2013
",F2013
'28130,Riihiketo,1h+kk+p,kt,"28,00",48061,1716,1951,5/7,yes,poor,"own							G2013
",G2013
'28130,Riihiketo,1h+k+kph,kt,"30,00",51000,1700,1951,1/7,no, ,"own							G2013
",G2013
'28130,Uusikoivisto,"1h, kk, ph",kt,"33,00",54000,1636,1956,3/3,no,good,"own							F2013
",F2013
'28130,Uusikoivisto,"1h, kk, p",kt,"30,00",35000,1167,1971,6/7,yes,average,"own							F
",F
'28130,"
2 rooms
",,,,,,,,,,,
'28130,Pori,"2h, k, ph",kt,"41,00",64962,1584,1956,3/3,no,good,"own							
",
'28130,Riihiketo,2h+k,kt,"35,00",67000,1914,1939,2/3,no,good,"own							E2013
",E2013
'28130,Riihiketo,2h+k+kph+vh+las...,kt,"53,00",83500,1575,1957,6/6,yes,good,"rent							F2013
",F2013
'28130,Riihiketo,2h+h+kph/wc,kt,"53,00",80000,1509,1957,4/6,yes, ,"rent							F2013
",F2013
'28130,Riihiketo,2h+k,kt,"41,00",59000,1439,1956,3/3,no, ,"own							F2013
",F2013
'28130,Riihiketo,2h+k,kt,"57,00",75000,1316,1956,1/3,no,good,"rent							F2013
",F2013
'28130,Riihiketo,"2 h, k, ph/wc",kt,"48,00",66000,1375,1954,2/3,no,average,"rent							F
",F
'28130,Riihiketo,"2h, kt, ph, s, p",kt,"37,00",103000,2784,2004,2/4,yes,average,"own							F2013
",F2013
'28130,Riihiketo,2h+k+lasitettu ...,kt,"58,00",55000,948,1956,2/3,no, ,"rent							
",
'28130,Keskusta,"2h,k,s,kph, las...",kt,"44,00",120000,2727,1990,2/3,yes,good,"own							
",
'28130,Riihiketo,"2h, kk, kh, vh, p",kt,"41,50",58000,1398,1956,3/3,no,average,"rent							F2013
",F2013
'28130,Uusikoivisto,2h+k+kph/wc+p,kt,"54,00",73000,1352,1972,4/7,yes,good,"own							F2013
",F2013
'28130,3 rooms,,,,,,,,,,,
'28130,Riihiketo,"3h, k, p",kt,"63,50",74155,1168,1950,3/7,yes,poor,"own							D
",D
'28130,Riihiketo,3h+k+p,kt,"65,00",103000,1585,1958,2/3,no,good,"own							E2013
",E2013
'28130,,"2mh, k, wc, sui...",ok,"66,00",60000,909,1940,1/1,no,average,"own							
",
'28130,4 rooms or more,,,,,,,,,,,
'28130,Kuninkaanhaka,"3h,k,vinttitila...",rt,"125,00",152000,1216,1948,-1/3,no,good,"own							C2018
",C2018
'28130,,"3-4h,k,kph,kuis...",ok,"123,00",96000,780,1926, ,no,average,"own							
",
'28130,,3mh+oh+k+rh+tak...,ok,"120,00",99000,825,1976, ,no, ,"own							
",
'28130,,"4mh, oh, tkh, k...",ok,"158,00",48000,304,1970,1/1,no,poor,"own							
",
'28190,Studio apartment,,,,,,,,,,,
'28190,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28190,"
2 rooms
",,,,,,,,,,,
'28190,Pormestarinluoto,"2h, k",kt,"57,50",40000,696,1975,1/6,yes,average,"rent							F
",F
'28190,Pormestarinluoto,"2H,K,S",rt,"58,50",82000,1402,1975,1/1,no,good,"rent							E
",E
'28190,Pormestarinluoto,2h+k+s,rt,"62,00",67000,1081,1975, ,no,average,"own							E2013
",E2013
'28190,,2h+k+s,ok,"56,00",80000,1429,1985, ,no,poor,"own							
",
'28190,3 rooms,,,,,,,,,,,
'28190,Pormestarinluoto,"3h, k, kh, p",kt,"76,00",49000,645,1970,1/3,no,average,"rent							F2013
",F2013
'28190,Pormestarinluoto,"3h, k, s",rt,"78,00",96000,1231,1979, ,no, ,"rent							
",
'28190,Hyvelänviiki,3h+k+s,rt,"80,00",116750,1459,1994,1/1,no, ,"rent							E2013
",E2013
'28190,Pormestarinluoto,"oh, 2mh, k, kh, s",rt,"80,50",100000,1242,1982,1/1,no,good,"rent							F
",F
'28190,Pormestarinluoto,"3 h, k, kh, p",kt,"71,50",63000,881,1974,3/7,yes,good,"rent							F
",F
'28190,,2mh+oh/tkh+k+pu...,ok,"138,00",155000,1123,1991, ,no,average,"rent							
",
'28190,,3h+k+s,ok,"81,00",82500,1019,1975, ,no, ,"rent							
",
'28190,,2mh+oh+k+wc+vh+...,ok,"103,00",143000,1388,1996, ,no,average,"own							
",
'28190,4 rooms or more,,,,,,,,,,,
'28190,Pormestarinluoto,4h+k+kph/wc+eri...,kt,"94,00",55000,585,1970,3/3,no, ,"rent							E2018
",E2018
'28190,Pormestarinluoto,4h+k+s,rt,"102,00",95957,941,1975,1/1,no,good,"rent							E2013
",E2013
'28190,,"4h,k,s",ok,"116,00",160000,1379,1999,-1/1,no,good,"own							E2018
",E2018
'28190,,"3mh, oh, k, khh...",ok,"110,00",135000,1227,2002,1/1,no,average,"rent							
",
'28200,3 rooms,,,,,,,,,,,
'28200,Toejoki,"3h, k, s",rt,"80,00",97500,1219,1981,1/1,no,good,"own							E
",E
'28200,Toejoki,"2mh, oh, k, kph...",rt,"80,00",89000,1113,1981,1/1,no,average,"own							E2013
",E2013
'28200,Toejoki,3h+k+s,rt,"79,00",75000,949,1987, ,no,good,"own							E2013
",E2013
'28200,Toejoki,"2mh, oh, k, 2vh...",rt,"81,50",125000,1534,1981,1/1,no,good,"own							E2013
",E2013
'28200,Toejoki,"3h, k ,s",rt,"75,00",90000,1200,1987,1/1,no,average,"rent							F2013
",F2013
'28200,4 rooms or more,,,,,,,,,,,
'28200,Toejoki,"oh, k, 4mh, 2wc...",ok,"149,00",84000,564,1967,1/1,no,average,"own							
",
'28200,Toejoki,"oh, 2mh, k, th,...",ok,"105,00",15000,143,1982,1/1,no,average,"rent							
",
'28200,Toejoki,3mh+oh++k+th+s-...,ok,"130,00",98000,754,1968, ,no, ,"own							
",
'28200,Toejoki,4h+k+s,ok,"95,00",90000,947,1965, ,no, ,"own							
",
'28200,Toejoki,"4h, k, s",ok,"80,00",110000,1375,1952, ,no,good,"own							
",
'28200,,3mh+k+oh+khh+wc...,ok,"114,00",173000,1518,1986, ,no, ,"rent							
",
'28220,"
2 rooms
",,,,,,,,,,,
'28220,Ruosniemi,"1h,tupakeitti&#...",rt,"61,00",115000,1885,2007, ,no, ,"own							
",
'28220,Murtosenmutka,"2h,k,s",rt,"60,00",140000,2333,2015,1/1,no,good,"own							C
",C
'28220,Ruosniemi,"2h, k, s",rt,"56,00",104000,1857,1999,1/1,no,good,"rent							F
",F
'28220,,"2h,k,kh, makuut...",ok,"80,00",63000,788,1952, ,no,average,"own							
",
'28220,3 rooms,,,,,,,,,,,
'28220,Ruosniemi,"3h, k, s",rt,"80,00",60000,750,1980,1/1,no,good,"own							
",
'28220,Ruosniemi,3h+k+s,rt,"80,00",73000,913,1980, ,no, ,"own							F2007
",F2007
'28220,Tuulikylä,"3h, k, s",rt,"78,00",162000,2077,2009,1/1,no,good,"own							
",
'28220,4 rooms or more,,,,,,,,,,,
'28220,Murtosenmutka,,rt,"100,40",212000,2112,2018,-1/2,no,good,"rent							C2013
",C2013
'28220,Ruosniemi,"4 h, k, khh, kh, s",rt,"87,00",175000,2011,2009,1/1,no,good,"own							
",
'28220,,"4h,k,s",ok,"120,00",167000,1392,1920, ,no,good,"own							F2018
",F2018
'28220,,"5h, k, s",ok,"119,50",123300,1032,1980, ,no,good,"own							
",
'28220,,"4h,k,s",ok,"208,00",320000,1538,2011, ,no, ,"rent							
",
'28220,,"oh ,k, 3 mh, s,...",ok,"109,00",92000,844,1982,1/1,no,average,"own							
",
'28220,,2x2h+k+wc,ok,"96,00",50000,521,1928, ,no, ,"own							
",
'28240,4 rooms or more,,,,,,,,,,,
'28240,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28300,"
2 rooms
",,,,,,,,,,,
'28300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28300,3 rooms,,,,,,,,,,,
'28300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28300,4 rooms or more,,,,,,,,,,,
'28300,Kalaholma,"oh,4mh,k,khh,ph...",rt,"132,00",210000,1591,2000,1/1,no,good,"own							
",
'28300,Kalaholma,"oh, 3mh, k, khh...",rt,"90,00",147500,1639,1998,1/1,no,good,"own							
",
'28300,Väinölä,"3mh, oh, tkh, k...",ok,"120,00",55000,458,1990,1/1,no, ,"own							
",
'28300,Väinölä,"oh, 5 mh, k, kh...",ok,"155,00",235000,1516,1996,1/1,no,good,"own							
",
'28300,Väinölä,5h+k+s,ok,"103,00",131000,1272,1985, ,no,good,"own							
",
'28300,,"4h, k, khh, s",ok,"163,00",360000,2209,2002,-1/2,no,good,"own							D2018
",D2018
'28300,,"ak. 3mh, oh, k,...",ok,"197,00",210000,1066,2001,1/1,no, ,"rent							E
",E
'28300,,"oh, 2 mh, wc, t...",ok,"96,00",105000,1094,1982,1/1,no,average,"own							
",
'28330,Studio apartment,,,,,,,,,,,
'28330,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28330,"
2 rooms
",,,,,,,,,,,
'28330,Väinölä,"2h,k,kph,p",kt,"55,00",35000,636,1982,1/3,no,good,"own							F2013
",F2013
'28330,Väinölä,2h+kk+s+kph+p,kt,"43,00",41500,965,1972,1/3,no, ,"rent							C2007
",C2007
'28330,,keittiö ja...,ok,"20,00",20000,1000,1941,1/1,no,poor,"own							
",
'28330,3 rooms,,,,,,,,,,,
'28330,Väinölä,"3h, k, p",kt,"74,00",27000,365,1977,3/3,no,good,"own							
",
'28330,Väinölä,"3h, k, kh, p",kt,"80,00",73000,913,1979,3/3,no,good,"own							E2013
",E2013
'28330,Koivistonluoto,tupakeittiö...,rt,"76,00",175000,2303,2019,1/1,no,good,"own							B2018
",B2018
'28330,4 rooms or more,,,,,,,,,,,
'28330,,"4h,k,s",ok,"98,00",85000,867,1985,-1/1,no,good,"own							E2018
",E2018
'28330,,"5h,k,aula, 2wc,...",ok,"130,00",140000,1077,1953, ,no,good,"own							
",
'28330,,"oh, 2mh, k, khh...",ok,"100,00",128000,1280,1998,1/1,no,average,"own							
",
'28360,"
2 rooms
",,,,,,,,,,,
'28360,Väinölä,"oh, k, mh, s",rt,"60,00",90000,1500,1998,1/1,no,good,"own							
",
'28360,Koivula,2h+k,kt,"61,00",40000,656,1974,3/3,no, ,"own							G2013
",G2013
'28360,Koivula,2h+k+lasit.p,kt,"55,00",66000,1200,1966,3/8,yes, ,"rent							F2013
",F2013
'28360,Herralahti,2h+k+s,rt,"59,00",110000,1864,2002, ,no, ,"own							D2007
",D2007
'28360,Vanhakoivisto,"2h, k, s",rt,"62,00",104000,1677,1998,1/1,no,good,"rent							G2013
",G2013
'28360,3 rooms,,,,,,,,,,,
'28360,Koivula,"3h, k, ph/wc, v...",kt,"63,00",116000,1841,1965,3/8,no,good,"rent							F2013
",F2013
'28360,Koivula,"3h,k",kt,"63,00",52000,825,1963,4/8,yes,average,"rent							F
",F
'28360,Vanhakoivisto,3h+k+s,rt,"73,00",110500,1514,1984, ,no,good,"own							E2013
",E2013
'28360,,3mh+k+oh+ty_x0018_...,ok,"120,00",168000,1400,1980, ,no,good,"own							F2013
",F2013
'28360,4 rooms or more,,,,,,,,,,,
'28360,Koivula,4h+k,kt,"89,00",115217,1295,1964,8/8,yes, ,"rent							F2013
",F2013
'28360,Vanhakoivisto,"5h,k,s",ok,"124,00",60000,484,1980, ,no,average,"own							
",
'28360,Vanhakoivisto,"4h, k, s",rt,"96,00",130000,1354,1990,-1/1,no,good,"own							D2018
",D2018
'28360,Vanhakoivisto,"ak:  oh, mh, k,...",ok,"60,00",140000,2333,1930,1/1,no,good,"own							
",
'28360,Vanhakoivisto,2mh+oh+k+rh+tak...,ok,"113,00",150000,1327,1977, ,no,good,"own							
",
'28360,,"4h,k,tkh,s",ok,"128,00",85000,664,1967,-1/1,no,average,"own							E2018
",E2018
'28360,,"5h, k, sauna",ok,"95,00",135000,1421,1977,1/2,no, ,"own							
",
'28370,"
2 rooms
",,,,,,,,,,,
'28370,Vanhakoivisto,2h+k,rt,"55,00",47000,855,1972, ,no, ,"own							F2013
",F2013
'28370,Sampola,"2h,kk",kt,"53,00",22500,425,1974,3/7,yes, ,"own							F2013
",F2013
'28370,Sampola,"2h,k,kph",kt,"60,00",35000,583,1976,2/7,yes, ,"own							F2013
",F2013
'28370,Sampola,"2h, k, kh, p",kt,"60,00",26000,433,1978,3/7,yes,average,"own							C2007
",C2007
'28370,Sampola,"2h, k, kh, p",kt,"60,00",30000,500,1978,7/7,yes,average,"own							F2013
",F2013
'28370,Sampola,"2h,k",kt,"59,00",28000,475,1980,7/7,yes, ,"own							D2018
",D2018
'28370,3 rooms,,,,,,,,,,,
'28370,Vanhakoivisto,"3h,k,khh,s",rt,"76,00",121000,1592,1989,1/1,no,good,"own							E2013
",E2013
'28370,Vanhakoivisto,"3h,k,s-tilat, a...",rt,"100,00",22500,225,1969, ,no, ,"rent							
",
'28370,Vanhakoivisto,"oh, k, wc, et, ...",rt,"69,00",162000,2348,2013,1/2,no,good,"own							
",
'28370,,3h+k+wc+pukuh+p...,ok,"98,00",40000,408,1965, ,no,average,"own							
",
'28370,4 rooms or more,,,,,,,,,,,
'28370,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28400,"
2 rooms
",,,,,,,,,,,
'28400,Nahkuri,"2h,k,s",rt,"45,00",50000,1111,1993,2/2,no,good,"own							G2013
",G2013
'28400,Uotila,2h+kk+vh+s+ph,rt,"60,00",38000,633,1973, ,no,average,"own							
",
'28400,,"2h,k,wc",ok,"56,00",25000,446,1948, ,no,average,"own							
",
'28400,3 rooms,,,,,,,,,,,
'28400,Friitala,"3h,k,s,kph,2 x wc",rt,"80,00",85000,1063,1993, ,no, ,"own							E2013
",E2013
'28400,Friitala,"3h, k, vh, p",kt,"73,00",23500,322,1975,3/3,no,average,"own							E2013
",E2013
'28400,Palovainio,"3h,k,s,khh",rt,"85,00",170000,2000,2007,1/1,no,good,"own							E
",E
'28400,Friitala,3h+k+wc+ph+s+vh...,kt,"73,00",120000,1644,1999,3/4,yes,good,"own							B2013
",B2013
'28400,Friitala,3h+k+p,kt,"75,00",53000,707,1973,2/3,no,good,"own							D2013
",D2013
'28400,4 rooms or more,,,,,,,,,,,
'28400,Friitala,5mh+oh+k+s,ok,"120,00",75000,625,1963, ,no, ,"own							
",
'28400,Rantala,"4h, k, khh, kh,...",rt,"99,50",209420,2105,2018,1/1,no,good,"own							C2013
",C2013
'28400,Friitala,4h+k+s+ph+wc,ok,"100,00",35000,350,1952, ,no, ,"own							
",
'28400,Friitala,4h+k+s,ok,"130,00",150000,1154,1936, ,no, ,"own							
",
'28400,Friitala,"7h,k,s",ok,"200,00",140000,700,1952, ,no,good,"own							E2018
",E2018
'28400,Friitala,4h+k+s,ok,"93,00",150000,1613,1981, ,no, ,"own							
",
'28400,Friitala,4-5h+k,ok,"105,00",137000,1305,1920, ,no, ,"own							
",
'28400,Uotila,"4h, k, s, autot...",rt,"83,50",114500,1371,2005,1/1,no,good,"own							E
",E
'28400,Friitala,"4h,k,s",rt,"105,00",123000,1171,1989, ,no, ,"own							
",
'28400,,"5h,k,s",ok,"145,00",130000,897,1981, ,no,average,"own							F2007
",F2007
'28400,,5h+k+yläau...,ok,"172,00",146000,849,1990, ,no,good,"own							E2013
",E2013
'28400,,"5h, k, s, khh",ok,"121,50",183800,1513,2006,-1/1,no,good,"own							
",
'28400,,"oh, k, rt, 2mh,...",ok,"119,00",117000,983,1990,1/1,no,average,"own							
",
'28430,4 rooms or more,,,,,,,,,,,
'28430,,"1krs: k, oh/mh,...",ok,"110,00",95000,864,1956,1/1,no,good,"rent							
",
'28430,,"5mh, oh, k, khh...",ok,"223,00",164000,735,1986, ,no, ,"rent							D2007
",D2007
'28430,,4h+k+s+khh+2xwc+vh,ok,"112,00",169500,1513,2000, ,no,good,"rent							D2018
",D2018
'28450,"
2 rooms
",,,,,,,,,,,
'28450,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28450,3 rooms,,,,,,,,,,,
'28450,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28450,4 rooms or more,,,,,,,,,,,
'28450,,4h+k+s,ok,"105,00",142000,1352,1982, ,no, ,"own							
",
'28450,,4mh+oh+k+s+ph+k...,ok,"110,00",133000,1209,1970, ,no,good,"own							
",
'28450,,"6h, k, khh, ph,...",ok,"260,00",280000,1077,2010,-1/2,no,good,"own							
",
'28450,,"4h, k, s",ok,"116,00",89000,767,1978, ,no,good,"own							
",
'28500,Studio apartment,,,,,,,,,,,
'28500,Tiilimäki,"1h,kk",kt,"36,00",6500,181,1946,1/2,no,average,"rent							
",
'28500,Tiilimäki,"1h, k, kh",kt,"36,00",26500,736,1949,2/2,no,average,"rent							
",
'28500,Tiilimäki,1h+kk+vh+kph,rt,"32,00",54000,1688,1958, ,no,good,"own							D2013
",D2013
'28500,3 rooms,,,,,,,,,,,
'28500,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28540,"
2 rooms
",,,,,,,,,,,
'28540,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28560,4 rooms or more,,,,,,,,,,,
'28560,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28600,Studio apartment,,,,,,,,,,,
'28600,Vähärauma,"1h, kk, kh, p",kt,"25,00",29000,1160,1966,1/3,no,good,"own							D2007
",D2007
'28600,Vähärauma,"1h,kk",kt,"25,00",26000,1040,1966,3/3,no, ,"own							F2013
",F2013
'28600,Vähärauma,,kt,"31,00",31000,1000,2018,1/1,no,good,"rent							
",
'28600,"
2 rooms
",,,,,,,,,,,
'28600,Vähärauma,"2h, k, lasitett...",kt,"61,00",62000,1016,1980,2/3,no,good,"own							F
",F
'28600,Vähärauma,"2h, k, lasitett...",kt,"50,00",40000,800,1984,2/3,no,average,"own							F
",F
'28600,Tuorsniemi,"2h, k, kph, s",rt,"62,00",138000,2226,2013,1/1,no,good,"own							
",
'28600,Vähärauma,2h+k+parveke,kt,"61,00",61700,1011,1983,3/3,no,good,"own							G2018
",G2018
'28600,Tuorsniemi,"2h, k, wc, khh/...",rt,"63,00",136000,2159,2012,1/1,no,good,"own							A2007
",A2007
'28600,Vähärauma,2h+k,kt,"59,00",52500,890,1983,1/4,no,good,"own							G2018
",G2018
'28600,Viikinäinen,"2h,k,s",rt,"55,00",129500,2355,2017,1/1,no,good,"own							B
",B
'28600,Tuorsniemi,2h+k+khh+s,rt,"63,00",111000,1762,2004, ,no,good,"own							
",
'28600,3 rooms,,,,,,,,,,,
'28600,Vähärauma,3h+k+parveke,kt,"77,00",120000,1558,1983,2/4,no,good,"own							G2018
",G2018
'28600,Viikinäinen,"3h,k,s",rt,"74,00",180000,2432,2017,1/1,no,good,"own							B
",B
'28600,Klasipruuki,"3h, k, s, khh",rt,"78,50",183000,2331,2019,-1/1,no,good,"rent							B2018
",B2018
'28600,Klasipruuki,"3h, k, s, khh",rt,"78,50",182000,2318,2019,-1/1,no,good,"rent							B2018
",B2018
'28600,,"2mh,oh,k,s",ok,"117,00",119000,1017,1983,-1/1,no,average,"own							
",
'28600,,"3h, k, s, khh",ok,"105,00",240000,2286,2015, ,no,good,"rent							B
",B
'28600,,"2mh,oh/rh,k,khh...",ok,"105,00",181700,1730,2004, ,no,good,"rent							
",
'28600,4 rooms or more,,,,,,,,,,,
'28600,Tuorsniemi,6h+k,ok,"212,00",100000,472,2012, ,no, ,"own							A2007
",A2007
'28600,Viikinäinen,"4h, k, s",rt,"90,00",204080,2268,2018,1/1,no,good,"own							B2013
",B2013
'28600,Tuorsniemi,"4h, k, kh, s, k...",rt,"95,00",160000,1684,1988,1/1,no,good,"own							
",
'28600,Vähärauma,"oh, rh, 2mh, k,...",ok,"110,00",120000,1091,1960,-1/2,no,average,"own							
",
'28600,Viikinäinen,3mh+oh+k+arkiol...,ok,"163,00",280000,1718,2005, ,no,good,"own							
",
'28600,Viikinäinen,"2mh, vh, oh, k,...",ok,"170,00",288000,1694,2010,1/1,no,good,"own							D2007
",D2007
'28600,Tuorsniemi,"AK: oh, k, mh, ...",ok,"155,50",325000,2090,2010, ,no,good,"own							
",
'28600,Klasipruuki,"4h, k, khh, s, ...",rt,"88,00",195000,2216,2019,1/1,no,good,"rent							
",
'28600,Klasipruuki,"4h, k, khh, s, ...",rt,"88,00",195000,2216,2019,1/1,no,good,"rent							
",
'28600,Tuorsniemi,"4h, k, th, khh,...",rt,"122,00",184000,1508,1994,1/1,no,good,"own							
",
'28600,Tuorsniemi,"8h,2k, ",ok,"260,00",120000,462,1976, ,no,good,"own							
",
'28600,Viikinäinen,4h+k+s,rt,"113,00",180000,1593,2003,1/1,no,good,"rent							
",
'28600,Vähärauma,"oh, k, th, 3 mh...",ok,"128,00",135000,1055,1986,1/1,no,average,"own							
",
'28600,Klasipruuki,"3mh, tupakeitti...",rt,"96,00",188000,1958,2016,1/1,no,good,"rent							C
",C
'28600,Tuorsniemi,"3mh, oh, k, khh...",ok,"153,00",272000,1778,2011,1/1,no,good,"rent							A
",A
'28600,Tuorsniemi,4h+k+s,ok,"124,00",229000,1847,2003, ,no,good,"rent							
",
'28600,Viikinäinen,"6, h, k, khh, s...",ok,"187,00",172000,920,2003,-1/2,no,good,"rent							
",
'28600,Viikinäinen,"5h,k",ok,"154,00",288000,1870,2012, ,no, ,"rent							A2007
",A2007
'28600,Tuorsniemi,3mh+oh+k+khh+wc...,rt,"116,00",198000,1707,2006, ,no,good,"rent							
",
'28600,Vähärauma,"3-4mh, oh, rh, ...",ok,"200,00",115000,575,1968,1/1,no,average,"own							
",
'28600,,2h+k+wc ja 2h+k...,ok,"130,00",90000,692,1948, ,no, ,"own							
",
'28600,,"3mh, oh, ruokai...",ok,"112,00",248000,2214,2019,1/1,no,good,"rent							D
",D
'28610,"
2 rooms
",,,,,,,,,,,
'28610,Liinaharja,"2h, k, ph, s, w...",rt,"55,50",106000,1910,2003,1/1,no,good,"own							F2013
",F2013
'28610,Liinaharja,"2h,k",kt,"57,00",69000,1211,1972,3/3,no, ,"own							F2013
",F2013
'28610,Liinaharja,"2 h, k, kh, p",kt,"60,00",47629,794,1975,3/3,no,average,"own							F
",F
'28610,3 rooms,,,,,,,,,,,
'28610,Liinaharja,3h+k+s,rt,"83,00",110000,1325,1991, ,no, ,"own							D2013
",D2013
'28610,Liinaharja,3h+k+kh+lasitet...,kt,"70,00",110000,1571,1973, ,yes,good,"own							F2013
",F2013
'28610,Vähärauma,"3 h, k, vh, kh, p",kt,"78,00",91000,1167,1968,1/2,no,good,"rent							E
",E
'28610,Paratiisinmäki,"3h, k, kh, s, k...",rt,"77,00",128000,1662,2002,1/1,no,average,"own							
",
'28610,Paratiisinmäki,"3h,k,s",rt,"70,00",91000,1300,1997, ,no, ,"rent							G2013
",G2013
'28610,Liinaharja,"3h, k, wc, ph, s",rt,"77,00",120000,1558,1989,1/1,no,good,"rent							E2013
",E2013
'28610,Liinaharja,3h+k+s,rt,"77,00",130000,1688,1989,1/1,no,good,"rent							E2013
",E2013
'28610,Vähärauma,3h+k+s,rt,"66,00",189000,2864,2019, ,no, ,"own							B2018
",B2018
'28610,4 rooms or more,,,,,,,,,,,
'28610,Musa,"4h, k, s",ok,"85,00",90000,1059,1952,-1/3,no,good,"rent							
",
'28610,Liinaharja,"4h, k, kph, s",rt,"90,50",147000,1624,1989,1/1,no,good,"rent							E2013
",E2013
'28610,Liinaharja,"oh, k, 2mh, 2wc...",ok,"96,00",169000,1760,1954,1/1,no,good,"own							
",
'28610,Liinaharja,"2mh, oh, tkh, k...",ok,"108,00",147002,1361,1986, ,no,average,"rent							E2013
",E2013
'28610,Liinaharja,"oh, takkah, k, ...",ok,"102,00",120000,1176,1989,1/1,no,average,"own							
",
'28610,Musa,4h+k+s,ok,"90,00",60000,667,1951, ,no, ,"rent							
